currency,rate,date
XAF,101.623737,2024-12-16
XAG,0.005328,2024-12-16
XAU,6.1329562E-5,2024-12-16
XCD,0.439525,2024-12-16
XDR,0.123973,2024-12-16
XOF,101.624705,2024-12-16
XPF,18.476458,2024-12-16
YER,40.719341,2024-12-16
ZAR,2.903015,2024-12-16
ZMK,1463.896291,2024-12-16
ZMW,4.506019,2024-12-16
ZWL,52.367897,2024-12-16
SBD,1.373295,2024-12-17
SCR,2.311559,2024-12-17
SDG,98.531115,2024-12-17
SEK,1.795139,2024-12-17
SGD,0.221086,2024-12-17
SHP,0.129733,2024-12-17
SLE,3.735097,2024-12-17
SLL,3434.975778,2024-12-17
SOS,93.617155,2024-12-17
SRD,5.766867,2024-12-17
STD,3390.498255,2024-12-17
SVC,1.433298,2024-12-17
SYP,411.572965,2024-12-17
SZL,2.960191,2024-12-17
THB,5.600575,2024-12-17
TJS,1.789562,2024-12-17
TMT,0.574967,2024-12-17
TND,0.519828,2024-12-17
TOP,0.383655,2024-12-17
TRY,5.735629,2024-12-17
TTD,1.112194,2024-12-17
TWD,5.314723,2024-12-17
TZS,385.762652,2024-12-17
UAH,6.859112,2024-12-17
UGX,596.262183,2024-12-17
USD,0.163808,2024-12-17
UYU,7.302256,2024-12-17
UZS,2108.103456,2024-12-17
VES,8.268803,2024-12-17
VND,4167.279677,2024-12-17
VUV,19.447633,2024-12-17
WST,0.452567,2024-12-17
XAF,102.416325,2024-12-17
XAG,0.005368,2024-12-17
XAU,6.1870669E-5,2024-12-17
XCD,0.4427,2024-12-17
XDR,0.124949,2024-12-17
XOF,102.413396,2024-12-17
XPF,18.620384,2024-12-17
YER,41.013466,2024-12-17
ZAR,2.964116,2024-12-17
ZMK,1474.470161,2024-12-17
ZMW,4.541431,2024-12-17
ZWL,52.746162,2024-12-17
SBD,1.332754,2024-12-18
SCR,2.216916,2024-12-18
SDG,95.621585,2024-12-18
SEK,1.770078,2024-12-18
SGD,0.216694,2024-12-18
SHP,0.125903,2024-12-18
SLE,3.625121,2024-12-18
SLL,3333.571987,2024-12-18
SOS,90.858674,2024-12-18
SRD,5.590742,2024-12-18
STD,3290.407483,2024-12-18
SVC,1.391094,2024-12-18
SYP,399.422935,2024-12-18
SZL,2.869273,2024-12-18
THB,5.498878,2024-12-18
TJS,1.731256,2024-12-18
TMT,0.557993,2024-12-18
TND,0.504277,2024-12-18
TOP,0.37233,2024-12-18
TRY,5.573059,2024-12-18
TTD,1.079555,2024-12-18
TWD,5.198445,2024-12-18
TZS,376.167465,2024-12-18
UAH,6.672842,2024-12-18
UGX,578.700993,2024-12-18
USD,0.158972,2024-12-18
UYU,7.05467,2024-12-18
UZS,2044.763702,2024-12-18
VES,8.090327,2024-12-18
VND,4046.642155,2024-12-18
VUV,18.87352,2024-12-18
WST,0.439207,2024-12-18
XAF,99.346498,2024-12-18
XAG,0.00542,2024-12-18
XAU,6.1405855E-5,2024-12-18
XCD,0.429631,2024-12-18
XDR,0.121268,2024-12-18
XOF,99.346498,2024-12-18
XPF,18.062256,2024-12-18
YER,39.802712,2024-12-18
ZAR,2.914619,2024-12-18
ZMK,1430.941584,2024-12-18
ZMW,4.399703,2024-12-18
ZWL,51.189044,2024-12-18
SBD,1.362493,2024-12-19
SCR,2.31882,2024-12-19
SDG,97.756236,2024-12-19
SEK,1.792825,2024-12-19
SGD,0.22132,2024-12-19
SHP,0.128713,2024-12-19
SLE,3.705611,2024-12-19
SLL,3407.957967,2024-12-19
SOS,92.903237,2024-12-19
SRD,5.721589,2024-12-19
STD,3363.830281,2024-12-19
SVC,1.422298,2024-12-19
SYP,408.335736,2024-12-19
SZL,2.970216,2024-12-19
THB,5.619928,2024-12-19
TJS,1.771494,2024-12-19
TMT,0.570444,2024-12-19
TND,0.517982,2024-12-19
TOP,0.380637,2024-12-19
TRY,5.713337,2024-12-19
TTD,1.104964,2024-12-19
TWD,5.305473,2024-12-19
TZS,393.297584,2024-12-19
UAH,6.823635,2024-12-19
UGX,592.949522,2024-12-19
USD,0.16252,2024-12-19
UYU,7.247128,2024-12-19
UZS,2092.900882,2024-12-19
VES,8.334981,2024-12-19
VND,4138.158621,2024-12-19
VUV,19.294668,2024-12-19
WST,0.449007,2024-12-19
XAF,102.49587,2024-12-19
XAG,0.005598,2024-12-19
XAU,6.2653499E-5,2024-12-19
XCD,0.439218,2024-12-19
XDR,0.124003,2024-12-19
XOF,102.489958,2024-12-19
XPF,18.633771,2024-12-19
YER,40.69088,2024-12-19
ZAR,2.992899,2024-12-19
ZMK,1462.872608,2024-12-19
ZMW,4.498561,2024-12-19
ZWL,52.331287,2024-12-19
SBD,1.44389,2024-11-26
SCR,2.258213,2024-11-26
SDG,103.509557,2024-11-26
SEK,1.890485,2024-11-26
SGD,0.231658,2024-11-26
SHP,0.135829,2024-11-26
SLE,3.903056,2024-11-26
SLL,3608.524407,2024-11-26
SOS,98.345365,2024-11-26
SRD,6.092652,2024-11-26
STD,3561.799412,2024-11-26
SVC,1.501332,2024-11-26
SYP,432.367165,2024-11-26
SZL,3.104443,2024-11-26
THB,5.979863,2024-11-26
TJS,1.833375,2024-11-26
TMT,0.604016,2024-11-26
TND,0.545034,2024-11-26
TOP,0.40304,2024-11-26
TRY,5.964242,2024-11-26
TTD,1.166607,2024-11-26
TWD,5.578942,2024-11-26
TZS,455.163254,2024-11-26
UAH,7.129082,2024-11-26
UGX,635.693334,2024-11-26
USD,0.172084,2024-11-26
UYU,7.311628,2024-11-26
UZS,2207.842711,2024-11-26
VES,8.035545,2024-11-26
VND,4373.524742,2024-11-26
VUV,20.430204,2024-11-26
WST,0.480389,2024-11-26
XAF,107.058138,2024-11-26
XAG,0.005657,2024-11-26
XAU,6.5379123E-5,2024-11-26
XCD,0.465067,2024-11-26
XDR,0.131248,2024-11-26
XOF,107.979112,2024-11-26
XPF,19.626286,2024-11-26
YER,43.008193,2024-11-26
ZAR,3.131671,2024-11-26
ZMK,1548.962159,2024-11-26
ZMW,4.731386,2024-11-26
ZWL,55.411103,2024-11-26
SBD,1.394852,2024-11-28
SCR,2.269744,2024-11-28
SDG,99.993395,2024-11-28
SEK,1.815799,2024-11-28
SGD,0.222995,2024-11-28
SHP,0.131216,2024-11-28
SLE,3.773735,2024-11-28
SLL,3485.970848,2024-11-28
SOS,94.989344,2024-11-28
SRD,5.885731,2024-11-28
STD,3440.832739,2024-11-28
SVC,1.454354,2024-11-28
SYP,417.683009,2024-11-28
SZL,3.021729,2024-11-28
THB,5.720385,2024-11-28
TJS,1.811743,2024-11-28
TMT,0.583502,2024-11-28
TND,0.525068,2024-11-28
TOP,0.389351,2024-11-28
TRY,5.764443,2024-11-28
TTD,1.129484,2024-11-28
TWD,5.404347,2024-11-28
TZS,439.806426,2024-11-28
UAH,6.912585,2024-11-28
UGX,613.343434,2024-11-28
USD,0.16624,2024-11-28
UYU,7.119733,2024-11-28
UZS,2138.283208,2024-11-28
VES,7.855601,2024-11-28
VND,4218.007981,2024-11-28
VUV,19.736349,2024-11-28
WST,0.464074,2024-11-28
XAF,103.348201,2024-11-28
XAG,0.005496,2024-11-28
XAU,6.2996072E-5,2024-11-28
XCD,0.449272,2024-11-28
XDR,0.127146,2024-11-28
XOF,103.346731,2024-11-28
XPF,18.789452,2024-11-28
YER,41.54753,2024-11-28
ZAR,3.00823,2024-11-28
ZMK,1496.36017,2024-11-28
ZMW,4.483546,2024-11-28
ZWL,53.529218,2024-11-28
SBD,1.377506,2024-12-20
SCR,2.290125,2024-12-20
SDG,98.833327,2024-12-20
SEK,1.813304,2024-12-20
SGD,0.22274,2024-12-20
SHP,0.130131,2024-12-20
SLE,3.74688,2024-12-20
SLL,3445.508025,2024-12-20
SOS,93.879931,2024-12-20
SRD,5.772396,2024-12-20
STD,3400.894125,2024-12-20
SVC,1.437336,2024-12-20
SYP,412.83492,2024-12-20
SZL,3.023445,2024-12-20
THB,5.622764,2024-12-20
TJS,1.797027,2024-12-20
TMT,0.57673,2024-12-20
TND,0.523429,2024-12-20
TOP,0.384832,2024-12-20
TRY,5.778795,2024-12-20
TTD,1.114893,2024-12-20
TWD,5.36162,2024-12-20
TZS,396.80974,2024-12-20
UAH,6.889213,2024-12-20
UGX,602.570893,2024-12-20
USD,0.16431,2024-12-20
UYU,7.326748,2024-12-20
UZS,2117.880724,2024-12-20
VES,8.45792,2024-12-20
VND,4182.521953,2024-12-20
VUV,19.507263,2024-12-20
WST,0.453955,2024-12-20
XAF,103.689506,2024-12-20
XAG,0.005569,2024-12-20
XAU,6.2672282E-5,2024-12-20
XCD,0.444057,2024-12-20
XDR,0.125305,2024-12-20
XOF,103.689506,2024-12-20
XPF,18.851589,2024-12-20
YER,41.13923,2024-12-20
ZAR,3.010502,2024-12-20
ZMK,1478.991617,2024-12-20
ZMW,4.54604,2024-12-20
ZWL,52.907891,2024-12-20
LAK,3647.937621,2024-11-28
LBP,14884.355074,2024-11-28
LKR,48.317306,2024-11-28
LRD,29.836013,2024-11-28
LSL,3.020399,2024-11-28
LTL,0.490864,2024-11-28
LVL,0.100557,2024-11-28
LYD,0.810915,2024-11-28
MAD,1.663353,2024-11-28
MDL,3.043472,2024-11-28
MGA,776.096602,2024-11-28
MKD,9.686047,2024-11-28
MMK,539.941094,2024-11-28
MNT,564.883573,2024-11-28
MOP,1.332403,2024-11-28
MRU,6.630379,2024-11-28
MUR,7.731398,2024-11-28
MVR,2.568317,2024-11-28
MWK,288.223939,2024-11-28
MXN,3.399807,2024-11-28
MYR,0.73894,2024-11-28
MZN,10.622829,2024-11-28
NAD,3.020485,2024-11-28
NGN,280.30561,2024-11-28
NIO,6.116075,2024-11-28
NOK,1.83539,2024-11-28
NPR,22.4567,2024-11-28
NZD,0.281964,2024-11-28
OMR,0.064002,2024-11-28
PAB,0.166216,2024-11-28
PEN,0.623726,2024-11-28
PGK,0.670219,2024-11-28
PHP,9.762609,2024-11-28
PKR,46.207166,2024-11-28
PLN,0.677971,2024-11-28
PYG,1296.324113,2024-11-28
QAR,0.605863,2024-11-28
RON,0.783493,2024-11-28
RSD,18.409092,2024-11-28
RUB,17.953598,2024-11-28
RWF,231.368141,2024-11-28
SAR,0.624491,2024-11-28
LAK,3673.202739,2024-11-29
LBP,14997.44641,2024-11-29
LKR,48.682052,2024-11-29
LRD,29.995524,2024-11-29
LSL,3.017965,2024-11-29
LTL,0.494236,2024-11-29
LVL,0.101248,2024-11-29
LYD,0.816889,2024-11-29
MAD,1.674163,2024-11-29
MDL,3.065094,2024-11-29
MGA,785.859552,2024-11-29
MKD,9.73134,2024-11-29
MMK,543.650901,2024-11-29
MNT,568.764753,2024-11-29
MOP,1.342816,2024-11-29
MRU,6.681961,2024-11-29
MUR,7.774967,2024-11-29
MVR,2.587792,2024-11-29
MWK,290.408199,2024-11-29
MXN,3.410514,2024-11-29
MYR,0.74402,2024-11-29
MZN,10.69746,2024-11-29
NAD,3.017964,2024-11-29
NGN,281.863342,2024-11-29
NIO,6.160288,2024-11-29
NOK,1.848436,2024-11-29
NPR,22.66781,2024-11-29
NZD,0.282632,2024-11-29
OMR,0.064421,2024-11-29
PAB,0.167493,2024-11-29
PEN,0.62827,2024-11-29
PGK,0.665094,2024-11-29
PHP,9.808849,2024-11-29
PKR,46.549613,2024-11-29
PLN,0.680618,2024-11-29
PYG,1308.122027,2024-11-29
QAR,0.609356,2024-11-29
RON,0.787417,2024-11-29
RSD,18.505282,2024-11-29
RUB,17.819938,2024-11-29
RWF,229.732088,2024-11-29
SAR,0.628845,2024-11-29
LAK,3622.30206,2024-12-02
LBP,14781.369174,2024-12-02
LKR,47.963321,2024-12-02
LRD,29.560672,2024-12-02
LSL,3.000796,2024-12-02
LTL,0.487387,2024-12-02
LVL,0.099845,2024-12-02
LYD,0.80546,2024-12-02
MAD,1.653266,2024-12-02
MDL,3.014482,2024-12-02
MGA,774.144308,2024-12-02
MKD,9.670878,2024-12-02
MMK,536.117372,2024-12-02
MNT,560.883214,2024-12-02
MOP,1.322333,2024-12-02
MRU,6.590135,2024-12-02
MUR,7.692158,2024-12-02
MVR,2.550236,2024-12-02
MWK,286.54895,2024-12-02
MXN,3.369362,2024-12-02
MYR,0.736114,2024-12-02
MZN,10.54684,2024-12-02
NAD,3.000824,2024-12-02
NGN,276.721114,2024-12-02
NIO,6.069406,2024-12-02
NOK,1.831554,2024-12-02
NPR,22.362187,2024-12-02
NZD,0.280538,2024-12-02
OMR,0.06355,2024-12-02
PAB,0.164987,2024-12-02
PEN,0.618242,2024-12-02
PGK,0.666194,2024-12-02
PHP,9.695043,2024-12-02
PKR,45.862609,2024-12-02
PLN,0.673602,2024-12-02
PYG,1287.840333,2024-12-02
QAR,0.600993,2024-12-02
RON,0.782315,2024-12-02
RSD,18.387004,2024-12-02
RUB,17.579615,2024-12-02
RWF,226.961281,2024-12-02
SAR,0.620147,2024-12-02
LAK,3631.340082,2024-12-03
LBP,14823.146663,2024-12-03
LKR,48.10127,2024-12-03
LRD,29.613216,2024-12-03
LSL,2.992785,2024-12-03
LTL,0.488492,2024-12-03
LVL,0.100071,2024-12-03
LYD,0.809054,2024-12-03
MAD,1.652301,2024-12-03
MDL,3.029525,2024-12-03
MGA,776.726212,2024-12-03
MKD,9.686435,2024-12-03
MMK,537.332612,2024-12-03
MNT,562.154592,2024-12-03
MOP,1.327252,2024-12-03
MRU,6.604241,2024-12-03
MUR,7.734134,2024-12-03
MVR,2.557701,2024-12-03
MWK,287.033052,2024-12-03
MXN,3.361623,2024-12-03
MYR,0.739526,2024-12-03
MZN,10.573116,2024-12-03
NAD,2.992773,2024-12-03
NGN,274.324177,2024-12-03
NIO,6.07976,2024-12-03
NOK,1.830072,2024-12-03
NPR,22.426856,2024-12-03
NZD,0.281284,2024-12-03
OMR,0.063694,2024-12-03
PAB,0.165547,2024-12-03
PEN,0.622092,2024-12-03
PGK,0.667952,2024-12-03
PHP,9.67963,2024-12-03
PKR,45.970778,2024-12-03
PLN,0.675868,2024-12-03
PYG,1289.87265,2024-12-03
QAR,0.602358,2024-12-03
RON,0.783228,2024-12-03
RSD,18.410811,2024-12-03
RUB,17.368097,2024-12-03
RWF,229.130113,2024-12-03
SAR,0.621615,2024-12-03
LAK,3631.853225,2024-12-04
LBP,14825.414873,2024-12-04
LKR,48.11033,2024-12-04
LRD,29.634309,2024-12-04
LSL,3.004841,2024-12-04
LTL,0.48884,2024-12-04
LVL,0.100142,2024-12-04
LYD,0.80956,2024-12-04
MAD,1.647475,2024-12-04
MDL,3.033438,2024-12-04
MGA,776.451049,2024-12-04
MKD,9.688393,2024-12-04
MMK,537.714899,2024-12-04
MNT,562.554539,2024-12-04
MOP,1.328392,2024-12-04
MRU,6.6048,2024-12-04
MUR,7.726428,2024-12-04
MVR,2.550277,2024-12-04
MWK,287.733884,2024-12-04
MXN,3.363186,2024-12-04
MYR,0.737132,2024-12-04
MZN,10.580563,2024-12-04
NAD,3.004872,2024-12-04
NGN,269.532894,2024-12-04
NIO,6.084158,2024-12-04
NOK,1.830422,2024-12-04
NPR,22.464633,2024-12-04
NZD,0.282666,2024-12-04
OMR,0.063738,2024-12-04
PAB,0.165667,2024-12-04
PEN,0.619001,2024-12-04
PGK,0.668514,2024-12-04
PHP,9.640201,2024-12-04
PKR,45.991134,2024-12-04
PLN,0.674147,2024-12-04
PYG,1292.530451,2024-12-04
QAR,0.60276,2024-12-04
RON,0.783566,2024-12-04
RSD,18.419281,2024-12-04
RUB,17.384076,2024-12-04
RWF,229.293128,2024-12-04
SAR,0.622045,2024-12-04
LAK,3649.074637,2024-12-05
LBP,14796.907921,2024-12-05
LKR,48.321112,2024-12-05
LRD,29.774719,2024-12-05
LSL,3.019045,2024-12-05
LTL,0.491157,2024-12-05
LVL,0.100617,2024-12-05
LYD,0.811643,2024-12-05
MAD,1.655286,2024-12-05
MDL,3.04943,2024-12-05
MGA,780.132323,2024-12-05
MKD,9.669549,2024-12-05
MMK,540.264232,2024-12-05
MNT,565.221638,2024-12-05
MOP,1.334321,2024-12-05
MRU,6.636106,2024-12-05
MUR,7.756422,2024-12-05
MVR,2.562355,2024-12-05
MWK,289.098112,2024-12-05
MXN,3.361094,2024-12-05
MYR,0.736469,2024-12-05
MZN,10.628269,2024-12-05
NAD,3.019032,2024-12-05
NGN,267.20559,2024-12-05
NIO,6.112896,2024-12-05
NOK,1.835932,2024-12-05
NPR,22.552327,2024-12-05
NZD,0.282813,2024-12-05
OMR,0.06404,2024-12-05
PAB,0.166461,2024-12-05
PEN,0.622167,2024-12-05
PGK,0.662281,2024-12-05
PHP,9.616135,2024-12-05
PKR,46.209869,2024-12-05
PLN,0.67034,2024-12-05
PYG,1302.064945,2024-12-05
QAR,0.605617,2024-12-05
RON,0.782179,2024-12-05
RSD,18.380182,2024-12-05
RUB,16.800216,2024-12-05
RWF,230.380218,2024-12-05
SAR,0.624832,2024-12-05
LAK,3599.164897,2024-12-06
LBP,14708.93163,2024-12-06
LKR,47.68521,2024-12-06
LRD,29.40117,2024-12-06
LSL,2.961364,2024-12-06
LTL,0.484866,2024-12-06
LVL,0.099328,2024-12-06
LYD,0.80114,2024-12-06
MAD,1.634239,2024-12-06
MDL,3.012414,2024-12-06
MGA,769.820088,2024-12-06
MKD,9.560144,2024-12-06
MMK,533.344078,2024-12-06
MNT,557.981808,2024-12-06
MOP,1.316234,2024-12-06
MRU,6.514827,2024-12-06
MUR,7.652749,2024-12-06
MVR,2.530521,2024-12-06
MWK,284.811712,2024-12-06
MXN,3.314815,2024-12-06
MYR,0.725722,2024-12-06
MZN,10.494652,2024-12-06
NAD,2.961434,2024-12-06
NGN,259.30725,2024-12-06
NIO,6.044375,2024-12-06
NOK,1.831946,2024-12-06
NPR,22.255434,2024-12-06
NZD,0.281737,2024-12-06
OMR,0.063221,2024-12-06
PAB,0.164266,2024-12-06
PEN,0.611729,2024-12-06
PGK,0.663687,2024-12-06
PHP,9.50803,2024-12-06
PKR,45.669716,2024-12-06
PLN,0.662805,2024-12-06
PYG,1285.019988,2024-12-06
QAR,0.598869,2024-12-06
RON,0.772242,2024-12-06
RSD,18.174318,2024-12-06
RUB,16.498992,2024-12-06
RWF,226.834734,2024-12-06
SAR,0.616848,2024-12-06
LAK,3602.176578,2024-12-08
LBP,14721.239655,2024-12-08
LKR,47.726239,2024-12-08
LRD,29.425772,2024-12-08
LSL,2.963912,2024-12-08
LTL,0.484866,2024-12-08
LVL,0.099328,2024-12-08
LYD,0.801829,2024-12-08
MAD,1.635645,2024-12-08
MDL,3.014934,2024-12-08
MGA,770.464252,2024-12-08
MKD,9.554719,2024-12-08
MMK,533.344041,2024-12-08
MNT,557.98177,2024-12-08
MOP,1.317335,2024-12-08
MRU,6.519755,2024-12-08
MUR,7.65177,2024-12-08
MVR,2.530508,2024-12-08
MWK,285.050035,2024-12-08
MXN,3.31322,2024-12-08
MYR,0.725721,2024-12-08
MZN,10.494598,2024-12-08
NAD,2.963912,2024-12-08
NGN,259.307103,2024-12-08
NIO,6.049433,2024-12-08
NOK,1.831666,2024-12-08
NPR,22.274056,2024-12-08
NZD,0.281264,2024-12-08
OMR,0.063173,2024-12-08
PAB,0.164403,2024-12-08
PEN,0.612241,2024-12-08
PGK,0.664258,2024-12-08
PHP,9.508026,2024-12-08
PKR,45.709011,2024-12-08
PLN,0.663273,2024-12-08
PYG,1286.125635,2024-12-08
QAR,0.599385,2024-12-08
RON,0.772308,2024-12-08
RSD,18.174313,2024-12-08
RUB,16.242224,2024-12-08
RWF,227.024543,2024-12-08
SAR,0.61685,2024-12-08
LAK,3608.218015,2024-12-09
LBP,14754.828438,2024-12-09
LKR,47.84078,2024-12-09
LRD,29.492726,2024-12-09
LSL,2.939922,2024-12-09
LTL,0.4858,2024-12-09
LVL,0.099519,2024-12-09
LYD,0.803653,2024-12-09
MAD,1.64423,2024-12-09
MDL,3.020986,2024-12-09
MGA,771.070011,2024-12-09
MKD,9.58997,2024-12-09
MMK,534.371029,2024-12-09
MNT,559.056199,2024-12-09
MOP,1.319453,2024-12-09
MRU,6.536323,2024-12-09
MUR,7.666919,2024-12-09
MVR,2.534395,2024-12-09
MWK,285.71371,2024-12-09
MXN,3.331981,2024-12-09
MYR,0.727942,2024-12-09
MZN,10.512295,2024-12-09
NAD,2.939978,2024-12-09
NGN,259.092465,2024-12-09
NIO,6.062861,2024-12-09
NOK,1.83051,2024-12-09
NPR,22.338113,2024-12-09
NZD,0.280834,2024-12-09
OMR,0.063341,2024-12-09
PAB,0.164768,2024-12-09
PEN,0.612356,2024-12-09
PGK,0.665995,2024-12-09
PHP,9.567956,2024-12-09
PKR,45.796804,2024-12-09
PLN,0.663625,2024-12-09
PYG,1288.026776,2024-12-09
QAR,0.600661,2024-12-09
RON,0.77506,2024-12-09
RSD,18.233167,2024-12-09
RUB,16.452445,2024-12-09
RWF,229.356692,2024-12-09
SAR,0.618041,2024-12-09
LAK,3620.097933,2024-12-10
LBP,14817.760298,2024-12-10
LKR,48.027822,2024-12-10
LRD,29.684981,2024-12-10
LSL,2.938734,2024-12-10
LTL,0.488315,2024-12-10
LVL,0.100035,2024-12-10
LYD,0.805359,2024-12-10
MAD,1.655007,2024-12-10
MDL,3.029618,2024-12-10
MGA,779.63007,2024-12-10
MKD,9.663694,2024-12-10
MMK,537.137362,2024-12-10
MNT,561.950322,2024-12-10
MOP,1.325362,2024-12-10
MRU,6.586131,2024-12-10
MUR,7.695046,2024-12-10
MVR,2.549544,2024-12-10
MWK,286.682399,2024-12-10
MXN,3.335054,2024-12-10
MYR,0.732121,2024-12-10
MZN,10.566672,2024-12-10
NAD,2.938818,2024-12-10
NGN,260.850446,2024-12-10
NIO,6.090092,2024-12-10
NOK,1.843571,2024-12-10
NPR,22.465451,2024-12-10
NZD,0.285051,2024-12-10
OMR,0.063662,2024-12-10
PAB,0.165458,2024-12-10
PEN,0.616112,2024-12-10
PGK,0.669194,2024-12-10
PHP,9.615255,2024-12-10
PKR,45.945803,2024-12-10
PLN,0.668662,2024-12-10
PYG,1290.898963,2024-12-10
QAR,0.602054,2024-12-10
RON,0.780496,2024-12-10
RSD,18.365425,2024-12-10
RUB,17.042092,2024-12-10
RWF,229.377607,2024-12-10
SAR,0.621414,2024-12-10
LAK,3654.932205,2024-12-12
LBP,14941.073742,2024-12-12
LKR,48.415167,2024-12-12
LRD,29.948616,2024-12-12
LSL,2.944367,2024-12-12
LTL,0.49232,2024-12-12
LVL,0.100855,2024-12-12
LYD,0.814984,2024-12-12
MAD,1.664585,2024-12-12
MDL,3.046651,2024-12-12
MGA,788.271987,2024-12-12
MKD,9.797027,2024-12-12
MMK,541.543405,2024-12-12
MNT,566.559901,2024-12-12
MOP,1.336329,2024-12-12
MRU,6.613762,2024-12-12
MUR,7.829858,2024-12-12
MVR,2.568247,2024-12-12
MWK,289.303127,2024-12-12
MXN,3.369031,2024-12-12
MYR,0.739879,2024-12-12
MZN,10.654049,2024-12-12
NAD,2.944423,2024-12-12
NGN,258.248293,2024-12-12
NIO,6.140124,2024-12-12
NOK,1.862963,2024-12-12
NPR,22.649225,2024-12-12
NZD,0.288978,2024-12-12
OMR,0.064191,2024-12-12
PAB,0.166837,2024-12-12
PEN,0.621733,2024-12-12
PGK,0.675182,2024-12-12
PHP,9.732221,2024-12-12
PKR,46.404085,2024-12-12
PLN,0.68059,2024-12-12
PYG,1305.245419,2024-12-12
QAR,0.608251,2024-12-12
RON,0.791487,2024-12-12
RSD,18.618611,2024-12-12
RUB,17.507097,2024-12-12
RWF,228.967435,2024-12-12
SAR,0.626563,2024-12-12
LAK,3618.964416,2024-12-15
LBP,14793.999553,2024-12-15
LKR,47.942576,2024-12-15
LRD,29.736714,2024-12-15
LSL,2.963969,2024-12-15
LTL,0.48867,2024-12-15
LVL,0.100108,2024-12-15
LYD,0.806734,2024-12-15
MAD,1.649269,2024-12-15
MDL,3.019978,2024-12-15
MGA,781.53377,2024-12-15
MKD,9.691995,2024-12-15
MMK,537.528124,2024-12-15
MNT,562.359123,2024-12-15
MOP,1.323063,2024-12-15
MRU,6.56271,2024-12-15
MUR,7.786642,2024-12-15
MVR,2.549887,2024-12-15
MWK,286.46788,2024-12-15
MXN,3.328581,2024-12-15
MYR,0.736413,2024-12-15
MZN,10.575313,2024-12-15
NAD,2.963969,2024-12-15
NGN,256.207666,2024-12-15
NIO,6.079646,2024-12-15
NOK,1.843465,2024-12-15
NPR,22.405071,2024-12-15
NZD,0.286833,2024-12-15
OMR,0.063691,2024-12-15
PAB,0.165206,2024-12-15
PEN,0.617525,2024-12-15
PGK,0.668604,2024-12-15
PHP,9.705416,2024-12-15
PKR,45.934907,2024-12-15
PLN,0.671338,2024-12-15
PYG,1293.26356,2024-12-15
QAR,0.602247,2024-12-15
RON,0.783727,2024-12-15
RSD,18.420697,2024-12-15
RUB,17.085421,2024-12-15
RWF,226.773946,2024-12-15
SAR,0.621854,2024-12-15
LAK,3587.929005,2024-12-17
LBP,14668.712201,2024-12-17
LKR,47.692289,2024-12-17
LRD,29.647187,2024-12-17
LSL,2.96129,2024-12-17
LTL,0.483683,2024-12-17
LVL,0.099086,2024-12-17
LYD,0.801562,2024-12-17
MAD,1.638394,2024-12-17
MDL,2.998372,2024-12-17
MGA,767.704391,2024-12-17
MKD,9.604787,2024-12-17
MMK,532.042525,2024-12-17
MNT,556.620118,2024-12-17
MOP,1.310796,2024-12-17
MRU,6.511826,2024-12-17
MUR,7.619924,2024-12-17
MVR,2.522535,2024-12-17
MWK,284.036573,2024-12-17
MXN,3.306202,2024-12-17
MYR,0.731648,2024-12-17
MZN,10.466991,2024-12-17
NAD,2.961036,2024-12-17
NGN,254.408832,2024-12-17
NIO,6.028197,2024-12-17
NOK,1.833751,2024-12-17
NPR,22.264052,2024-12-17
NZD,0.284509,2024-12-17
OMR,0.063064,2024-12-17
PAB,0.163797,2024-12-17
PEN,0.612134,2024-12-17
PGK,0.663408,2024-12-17
PHP,9.67885,2024-12-17
PKR,45.569158,2024-12-17
PLN,0.666246,2024-12-17
PYG,1280.563631,2024-12-17
QAR,0.597239,2024-12-17
RON,0.776632,2024-12-17
RSD,18.256584,2024-12-17
RUB,17.133934,2024-12-17
RWF,228.1723,2024-12-17
SAR,0.615491,2024-12-17
LAK,3786.87428,2024-11-25
LBP,15438.861446,2024-11-25
LKR,50.178125,2024-11-25
LRD,31.002714,2024-11-25
LSL,3.110163,2024-11-25
LTL,0.509067,2024-11-25
LVL,0.104286,2024-11-25
LYD,0.843919,2024-11-25
MAD,1.729825,2024-11-25
MDL,3.152317,2024-11-25
MGA,806.682651,2024-11-25
MKD,10.105958,2024-11-25
MMK,559.964487,2024-11-25
MNT,585.831943,2024-11-25
MOP,1.381922,2024-11-25
MRU,6.881541,2024-11-25
MUR,8.054742,2024-11-25
MVR,2.663607,2024-11-25
MWK,299.294937,2024-11-25
MXN,3.544145,2024-11-25
MYR,0.769185,2024-11-25
MZN,11.016168,2024-11-25
NAD,3.110209,2024-11-25
NGN,290.17997,2024-11-25
NIO,6.337581,2024-11-25
NOK,1.915927,2024-11-25
NPR,23.260749,2024-11-25
NZD,0.296317,2024-11-25
OMR,0.066371,2024-11-25
PAB,0.172447,2024-11-25
PEN,0.654789,2024-11-25
PGK,0.684465,2024-11-25
PHP,10.172494,2024-11-25
PKR,47.919892,2024-11-25
PLN,0.711705,2024-11-25
PYG,1343.513338,2024-11-25
QAR,0.627657,2024-11-25
RON,0.820096,2024-11-25
RSD,19.279348,2024-11-25
RUB,17.929091,2024-11-25
RWF,236.367159,2024-11-25
SAR,0.647427,2024-11-25
LAK,3779.833562,2024-11-26
LBP,15410.156973,2024-11-26
LKR,49.964564,2024-11-26
LRD,30.945073,2024-11-26
LSL,3.104427,2024-11-26
LTL,0.508121,2024-11-26
